종목코드,종목명,산업,섹터
009970,영원무역홀딩스,경기관련소비재,내구소비재와의류
110790,크리스에프앤씨,경기관련소비재,내구소비재와의류
065350,신성델타테크,경기관련소비재,내구소비재와의류
284740,쿠쿠홈시스,경기관련소비재,내구소비재와의류
024720,한국콜마홀딩스,경기관련소비재,내구소비재와의류
033290,코웰패션,경기관련소비재,내구소비재와의류
006060,화승인더,경기관련소비재,내구소비재와의류
214260,라파스,경기관련소비재,내구소비재와의류
005390,신성통상,경기관련소비재,내구소비재와의류
052260,현대바이오랜드,경기관련소비재,내구소비재와의류
270660,에브리봇,경기관련소비재,내구소비재와의류
000050,경방,경기관련소비재,내구소비재와의류
018250,애경산업,경기관련소비재,내구소비재와의류
121440,골프존뉴딘홀딩스,경기관련소비재,내구소비재와의류
018290,브이티지엠피,경기관련소비재,내구소비재와의류
004830,덕성,경기관련소비재,내구소비재와의류
044340,위닉스,경기관련소비재,내구소비재와의류
102280,쌍방울,경기관련소비재,내구소비재와의류
004250,NPC,경기관련소비재,내구소비재와의류
003200,일신방직,경기관련소비재,내구소비재와의류
002700,신일전자,경기관련소비재,내구소비재와의류
194370,제이에스코퍼레이션,경기관련소비재,내구소비재와의류
244460,올리패스,경기관련소비재,내구소비재와의류
337930,브랜드엑스코퍼레이션,경기관련소비재,내구소비재와의류
237880,클리오,경기관련소비재,내구소비재와의류
092730,네오팜,경기관련소비재,내구소비재와의류
192400,쿠쿠홀딩스,경기관련소비재,내구소비재와의류
037070,파세코,경기관련소비재,내구소비재와의류
001070,대한방직,경기관련소비재,내구소비재와의류
005320,국동,경기관련소비재,내구소비재와의류
035150,백산,경기관련소비재,내구소비재와의류
067170,오텍,경기관련소비재,내구소비재와의류
064800,젬백스링크,경기관련소비재,내구소비재와의류
101140,인바이오젠,경기관련소비재,내구소비재와의류
079980,휴비스,경기관련소비재,내구소비재와의류
001460,BYC,경기관련소비재,내구소비재와의류
306040,에스제이그룹,경기관련소비재,내구소비재와의류
009270,신원,경기관련소비재,내구소비재와의류
241710,코스메카코리아,경기관련소비재,내구소비재와의류
024950,삼천리자전거,경기관련소비재,내구소비재와의류
013990,아가방컴퍼니,경기관련소비재,내구소비재와의류
027050,코리아나,경기관련소비재,내구소비재와의류
056080,유진로봇,경기관련소비재,내구소비재와의류
068290,삼성출판사,경기관련소비재,내구소비재와의류
004700,조광피혁,경기관련소비재,내구소비재와의류
226320,잇츠한불,경기관련소비재,내구소비재와의류
002450,삼익악기,경기관련소비재,내구소비재와의류
260930,씨티케이,경기관련소비재,내구소비재와의류
042600,새로닉스,경기관련소비재,내구소비재와의류
352700,씨앤투스성진,경기관련소비재,내구소비재와의류
038530,골드퍼시픽,경기관련소비재,내구소비재와의류
002170,삼양통상,경기관련소비재,내구소비재와의류
011330,유니켐,경기관련소비재,내구소비재와의류
159580,제로투세븐,경기관련소비재,내구소비재와의류
369370,블리츠웨이,경기관련소비재,내구소비재와의류
003610,방림,경기관련소비재,내구소비재와의류
024890,대원화성,경기관련소비재,내구소비재와의류
123690,한국화장품,경기관련소비재,내구소비재와의류
317870,엔바이오니아,경기관련소비재,내구소비재와의류
008600,윌비스,경기관련소비재,내구소비재와의류
019660,글로본,경기관련소비재,내구소비재와의류
004060,SG세계물산,경기관련소비재,내구소비재와의류
071460,위니아딤채,경기관련소비재,내구소비재와의류
078520,에이블씨엔씨,경기관련소비재,내구소비재와의류
002070,비비안,경기관련소비재,내구소비재와의류
025620,제이준코스메틱,경기관련소비재,내구소비재와의류
007980,태평양물산,경기관련소비재,내구소비재와의류
352480,씨앤씨인터내셔널,경기관련소비재,내구소비재와의류
066130,하츠,경기관련소비재,내구소비재와의류
039830,오로라,경기관련소비재,내구소비재와의류
365900,브이씨,경기관련소비재,내구소비재와의류
018700,바른손,경기관련소비재,내구소비재와의류
016090,대현,경기관련소비재,내구소비재와의류
114840,아이패밀리에스씨,경기관련소비재,내구소비재와의류
005800,신영와코루,경기관련소비재,내구소비재와의류
265740,엔에프씨,경기관련소비재,내구소비재와의류
215480,토박스코리아,경기관련소비재,내구소비재와의류
066910,손오공,경기관련소비재,내구소비재와의류
014470,부방,경기관련소비재,내구소비재와의류
083550,케이엠,경기관련소비재,내구소비재와의류
090370,메타랩스,경기관련소비재,내구소비재와의류
005360,모나미,경기관련소비재,내구소비재와의류
093240,형지엘리트,경기관련소비재,내구소비재와의류
088390,이녹스,경기관련소비재,내구소비재와의류
252500,세화피앤씨,경기관련소비재,내구소비재와의류
016450,한세예스24홀딩스,경기관련소비재,내구소비재와의류
065060,지엔코,경기관련소비재,내구소비재와의류
082660,코스나인,경기관련소비재,내구소비재와의류
114630,폴라리스우노,경기관련소비재,내구소비재와의류
003350,한국화장품제조,경기관련소비재,내구소비재와의류
111110,호전실업,경기관련소비재,내구소비재와의류
086710,선진뷰티사이언스,경기관련소비재,내구소비재와의류
026040,제이에스티나,경기관련소비재,내구소비재와의류
256150,한독크린텍,경기관련소비재,내구소비재와의류
323230,엠에프엠코리아,경기관련소비재,내구소비재와의류
267790,배럴,경기관련소비재,내구소비재와의류
032080,아즈텍WB,경기관련소비재,내구소비재와의류
214420,토니모리,경기관련소비재,내구소비재와의류
263020,디케이앤디,경기관련소비재,내구소비재와의류
047770,코데즈컴바인,경기관련소비재,내구소비재와의류
204020,그리티,경기관련소비재,내구소비재와의류
226340,본느,경기관련소비재,내구소비재와의류
123750,알톤스포츠,경기관련소비재,내구소비재와의류
000950,전방,경기관련소비재,내구소비재와의류
014990,인디에프,경기관련소비재,내구소비재와의류
217480,에스디생명공학,경기관련소비재,내구소비재와의류
000680,LS네트웍스,경기관련소비재,내구소비재와의류
016100,리더스코스메틱,경기관련소비재,내구소비재와의류
123330,제닉,경기관련소비재,내구소비재와의류
219550,디와이디,경기관련소비재,내구소비재와의류
008290,원풍물산,경기관련소비재,내구소비재와의류
080530,코디,경기관련소비재,내구소비재와의류
011080,형지I&C,경기관련소비재,내구소비재와의류
225590,패션플랫폼,경기관련소비재,내구소비재와의류
024940,PN풍년,경기관련소비재,내구소비재와의류
084870,TBH글로벌,경기관련소비재,내구소비재와의류
069640,한세엠케이,경기관련소비재,내구소비재와의류
227610,아우딘퓨쳐스,경기관련소비재,내구소비재와의류
088790,진도,경기관련소비재,내구소비재와의류
308100,까스텔바작,경기관련소비재,내구소비재와의류
376180,피코그램,경기관련소비재,내구소비재와의류
234920,자이글,경기관련소비재,내구소비재와의류
098660,에스티오,경기관련소비재,내구소비재와의류
035250,강원랜드,경기관련소비재,"호텔,레스토랑,레저등"
008770,호텔신라,경기관련소비재,"호텔,레스토랑,레저등"
039130,하나투어,경기관련소비재,"호텔,레스토랑,레저등"
034230,파라다이스,경기관련소비재,"호텔,레스토랑,레저등"
032350,롯데관광개발,경기관련소비재,"호텔,레스토랑,레저등"
025980,아난티,경기관련소비재,"호텔,레스토랑,레저등"
114090,GKL,경기관련소비재,"호텔,레스토랑,레저등"
080160,모두투어,경기관련소비재,"호텔,레스토랑,레저등"
220630,맘스터치,경기관련소비재,"호텔,레스토랑,레저등"
006730,서부T&D,경기관련소비재,"호텔,레스토랑,레저등"
031440,신세계푸드,경기관련소비재,"호텔,레스토랑,레저등"
070960,용평리조트,경기관련소비재,"호텔,레스토랑,레저등"
094850,참좋은여행,경기관련소비재,"호텔,레스토랑,레저등"
084680,이월드,경기관련소비재,"호텔,레스토랑,레저등"
104620,노랑풍선,경기관련소비재,"호텔,레스토랑,레저등"
020710,시공테크,경기관련소비재,"호텔,레스토랑,레저등"
080010,이상네트웍스,경기관련소비재,"호텔,레스토랑,레저등"
217620,디딤,경기관련소비재,"호텔,레스토랑,레저등"
111710,남화산업,경기관련소비재,"호텔,레스토랑,레저등"
139480,이마트,경기관련소비재,소매(유통)
004170,신세계,경기관련소비재,소매(유통)
282330,BGF리테일,경기관련소비재,소매(유통)
069960,현대백화점,경기관련소비재,소매(유통)
007070,GS리테일,경기관련소비재,소매(유통)
023530,롯데쇼핑,경기관련소비재,소매(유통)
381970,케이카,경기관련소비재,소매(유통)
057050,현대홈쇼핑,경기관련소비재,소매(유통)
035080,인터파크,경기관련소비재,소매(유통)
063170,서울옥션,경기관련소비재,소매(유통)
071840,롯데하이마트,경기관련소비재,소매(유통)
138250,엔에스쇼핑,경기관련소비재,소매(유통)
009810,플레이그램,경기관련소비재,소매(유통)
060280,큐렉소,경기관련소비재,소매(유통)
067990,도이치모터스,경기관련소비재,소매(유통)
027410,BGF,경기관련소비재,소매(유통)
290510,코리아센터,경기관련소비재,소매(유통)
119860,다나와,경기관련소비재,소매(유통)
037710,광주신세계,경기관련소비재,소매(유통)
036030,케이티알파,경기관련소비재,소매(유통)
053280,예스24,경기관련소비재,소매(유통)
257720,실리콘투,경기관련소비재,소매(유통)
007720,대명소노시즌,경기관련소비재,소매(유통)
102370,케이옥션,경기관련소비재,소매(유통)
038620,위즈코프,경기관련소비재,소매(유통)
006370,대구백화점,경기관련소비재,소매(유통)
067830,세이브존I&C,경기관련소비재,소매(유통)
019010,베뉴지,경기관련소비재,소매(유통)
051390,YW,경기관련소비재,소매(유통)
069920,아이에스이커머스,경기관련소비재,소매(유통)
030790,비케이탑스,경기관련소비재,소매(유통)
215200,메가스터디교육,경기관련소비재,교육서비스
096240,청담러닝,경기관련소비재,교육서비스
108490,로보티즈,경기관련소비재,교육서비스
215100,로보로보,경기관련소비재,교육서비스
068930,디지털대성,경기관련소비재,교육서비스
095720,웅진씽크빅,경기관련소비재,교육서비스
072870,메가스터디,경기관련소비재,교육서비스
067280,멀티캠퍼스,경기관련소비재,교육서비스
053290,NE능률,경기관련소비재,교육서비스
040420,정상제이엘에스,경기관련소비재,교육서비스
019680,대교,경기관련소비재,교육서비스
057030,YBM넷,경기관련소비재,교육서비스
225330,씨엠에스에듀,경기관련소비재,교육서비스
289010,아이스크림에듀,경기관련소비재,교육서비스
133750,메가엠디,경기관련소비재,교육서비스
100220,비상교육,경기관련소비재,교육서비스
339950,아이비김영,경기관련소비재,교육서비스
134060,이퓨쳐,경기관련소비재,교육서비스
051500,CJ프레시웨이,필수소비재,식품과기본식료품소매
051160,지어소프트,필수소비재,식품과기본식료품소매
311390,네오크레마,필수소비재,식품과기본식료품소매
227840,현대코퍼레이션홀딩스,필수소비재,식품과기본식료품소매
004590,한국가구,필수소비재,식품과기본식료품소매
006880,신송홀딩스,필수소비재,식품과기본식료품소매
250000,보라티알,필수소비재,식품과기본식료품소매
033780,KT&G,필수소비재,"식품,음료,담배"
097950,CJ제일제당,필수소비재,"식품,음료,담배"
271560,오리온,필수소비재,"식품,음료,담배"
140410,메지온,필수소비재,"식품,음료,담배"
000080,하이트진로,필수소비재,"식품,음료,담배"
004370,농심,필수소비재,"식품,음료,담배"
026960,동서,필수소비재,"식품,음료,담배"
004990,롯데지주,필수소비재,"식품,음료,담배"
003580,넥스트사이언스,필수소비재,"식품,음료,담배"
005300,롯데칠성,필수소비재,"식품,음료,담배"
007310,오뚜기,필수소비재,"식품,음료,담배"
001680,대상,필수소비재,"식품,음료,담배"
003230,삼양식품,필수소비재,"식품,음료,담배"
000070,삼양홀딩스,필수소비재,"식품,음료,담배"
003380,하림지주,필수소비재,"식품,음료,담배"
001800,오리온홀딩스,필수소비재,"식품,음료,담배"
005180,빙그레,필수소비재,"식품,음료,담배"
017810,풀무원,필수소비재,"식품,음료,담배"
267980,매일유업,필수소비재,"식품,음료,담배"
006040,동원산업,필수소비재,"식품,음료,담배"
049770,동원F&B,필수소비재,"식품,음료,담배"
035810,이지홀딩스,필수소비재,"식품,음료,담배"
145990,삼양사,필수소비재,"식품,음료,담배"
280360,롯데제과,필수소비재,"식품,음료,담배"
001130,대한제분,필수소비재,"식품,음료,담배"
005610,SPC삼립,필수소비재,"식품,음료,담배"
136490,선진,필수소비재,"식품,음료,담배"
136480,하림,필수소비재,"식품,음료,담배"
002270,롯데푸드,필수소비재,"식품,음료,담배"
276730,제주맥주,필수소비재,"식품,음료,담배"
003920,남양유업,필수소비재,"식품,음료,담배"
033920,무학,필수소비재,"식품,음료,담배"
072710,농심홀딩스,필수소비재,"식품,음료,담배"
084690,대상홀딩스,필수소비재,"식품,음료,담배"
001790,대한제당,필수소비재,"식품,음료,담배"
007160,사조산업,필수소비재,"식품,음료,담배"
353810,이지바이오,필수소비재,"식품,음료,담배"
004410,서울식품,필수소비재,"식품,음료,담배"
000890,보해양조,필수소비재,"식품,음료,담배"
043650,국순당,필수소비재,"식품,음료,담배"
036580,팜스코,필수소비재,"식품,음료,담배"
003960,사조대림,필수소비재,"식품,음료,담배"
027710,팜스토리,필수소비재,"식품,음료,담배"
010600,웰바이오텍,필수소비재,"식품,음료,담배"
000140,하이트진로홀딩스,필수소비재,"식품,음료,담배"
248170,샘표식품,필수소비재,"식품,음료,담배"
002760,보락,필수소비재,"식품,음료,담배"
073560,우리손에프앤지,필수소비재,"식품,음료,담배"
004650,창해에탄올,필수소비재,"식품,음료,담배"
357230,에이치피오,필수소비재,"식품,음료,담배"
008040,사조동아원,필수소비재,"식품,음료,담배"
011150,CJ씨푸드,필수소비재,"식품,음료,담배"
339770,교촌에프앤비,필수소비재,"식품,음료,담배"
189980,흥국에프엔비,필수소비재,"식품,음료,담배"
023900,풍국주정,필수소비재,"식품,음료,담배"
018120,진로발효,필수소비재,"식품,음료,담배"
101530,해태제과식품,필수소비재,"식품,음료,담배"
004970,신라교역,필수소비재,"식품,음료,담배"
027740,마니커,필수소비재,"식품,음료,담배"
005740,크라운해태홀딩스,필수소비재,"식품,음료,담배"
195500,마니커에프앤지,필수소비재,"식품,음료,담배"
277410,인산가,필수소비재,"식품,음료,담배"
208140,정다운,필수소비재,"식품,음료,담배"
005860,한일사료,필수소비재,"식품,음료,담배"
260970,에스앤디,필수소비재,"식품,음료,담배"
222980,한국맥널티,필수소비재,"식품,음료,담배"
103840,우양,필수소비재,"식품,음료,담배"
218150,미래생명자원,필수소비재,"식품,음료,담배"
002140,고려산업,필수소비재,"식품,음료,담배"
006980,우성,필수소비재,"식품,음료,담배"
014710,사조씨푸드,필수소비재,"식품,음료,담배"
290720,푸드나무,필수소비재,"식품,음료,담배"
264900,크라운제과,필수소비재,"식품,음료,담배"
003310,대주산업,필수소비재,"식품,음료,담배"
088910,동우팜투테이블,필수소비재,"식품,음료,담배"
005990,매일홀딩스,필수소비재,"식품,음료,담배"
002600,조흥,필수소비재,"식품,음료,담배"
006090,사조오양,필수소비재,"식품,음료,담배"
007540,샘표,필수소비재,"식품,음료,담배"
005670,푸드웰,필수소비재,"식품,음료,담배"
025880,케이씨피드,필수소비재,"식품,음료,담배"
030720,동원수산,필수소비재,"식품,음료,담배"
009780,엠에스씨,필수소비재,"식품,음료,담배"
016790,현대사료,필수소비재,"식품,음료,담배"
023150,MH에탄올,필수소비재,"식품,음료,담배"
066360,체리부로,필수소비재,"식품,음료,담배"
003680,한성기업,필수소비재,"식품,음료,담배"
025870,신라에스지,필수소비재,"식품,음료,담배"
002680,한탑,필수소비재,"식품,음료,담배"
195990,에이비프로바이오,필수소비재,가정용품과개인용품
317240,TS트릴리온,필수소비재,가정용품과개인용품
044480,블루베리 NFT,필수소비재,가정용품과개인용품
203690,프로스테믹스,필수소비재,가정용품과개인용품
012690,모나리자,필수소비재,가정용품과개인용품
318410,비비씨,필수소비재,가정용품과개인용품
225430,케이엠제약,필수소비재,가정용품과개인용품
053620,태양,필수소비재,가정용품과개인용품
009770,삼정펄프,필수소비재,가정용품과개인용품
137310,에스디바이오센서,건강관리,건강관리장비와서비스
048260,오스템임플란트,건강관리,건강관리장비와서비스
256840,한국비엔씨,건강관리,건강관리장비와서비스
144510,지씨셀,건강관리,건강관리장비와서비스
294090,이오플로우,건강관리,건강관리장비와서비스
290650,엘앤씨바이오,건강관리,건강관리장비와서비스
085370,루트로닉,건강관리,건강관리장비와서비스
145720,덴티움,건강관리,건강관리장비와서비스
287410,제이시스메디칼,건강관리,건강관리장비와서비스
039840,디오,건강관리,건강관리장비와서비스
099190,아이센스,건강관리,건강관리장비와서비스
100120,뷰웍스,건강관리,건강관리장비와서비스
216080,제테마,건강관리,건강관리장비와서비스
119610,인터로조,건강관리,건강관리장비와서비스
043150,바텍,건강관리,건강관리장비와서비스
041830,인바디,건강관리,건강관리장비와서비스
150840,인트로메딕,건강관리,건강관리장비와서비스
057880,피에이치씨,건강관리,건강관리장비와서비스
253840,수젠텍,건강관리,건강관리장비와서비스
228670,레이,건강관리,건강관리장비와서비스
048870,시너지이노베이션,건강관리,건강관리장비와서비스
056090,유앤아이,건강관리,건강관리장비와서비스
228760,지노믹트리,건강관리,건강관리장비와서비스
108860,셀바스AI,건강관리,건강관리장비와서비스
032620,유비케어,건강관리,건강관리장비와서비스
138610,나이벡,건강관리,건강관리장비와서비스
099750,이지케어텍,건강관리,건강관리장비와서비스
340570,티앤엘,건강관리,건강관리장비와서비스
214150,클래시스,건강관리,건강관리장비와서비스
311690,CJ 바이오사이언스,건강관리,건강관리장비와서비스
335890,비올,건강관리,건강관리장비와서비스
226330,신테카바이오,건강관리,건강관리장비와서비스
372910,한컴라이프케어,건강관리,건강관리장비와서비스
263700,케어랩스,건강관리,건강관리장비와서비스
032850,비트컴퓨터,건강관리,건강관리장비와서비스
304840,피플바이오,건강관리,건강관리장비와서비스
104540,코렌텍,건강관리,건강관리장비와서비스
156100,엘앤케이바이오,건강관리,건강관리장비와서비스
122310,제노레이,건강관리,건강관리장비와서비스
058110,멕아이씨에스,건강관리,건강관리장비와서비스
042520,한스바이오메드,건강관리,건강관리장비와서비스
071200,인피니트헬스케어,건강관리,건강관리장비와서비스
054950,제이브이엠,건강관리,건강관리장비와서비스
261200,덴티스,건강관리,건강관리장비와서비스
142280,녹십자엠에스,건강관리,건강관리장비와서비스
225220,제놀루션,건강관리,건강관리장비와서비스
214610,미코바이오메드,건강관리,건강관리장비와서비스
302550,리메드,건강관리,건강관리장비와서비스
314930,바이오다인,건강관리,건강관리장비와서비스
214680,디알텍,건강관리,건강관리장비와서비스
049180,셀루메드,건강관리,건강관리장비와서비스
258830,세종메디칼,건강관리,건강관리장비와서비스
100700,세운메디칼,건강관리,건강관리장비와서비스
179290,엠아이텍,건강관리,건강관리장비와서비스
035610,솔본,건강관리,건강관리장비와서비스
229000,젠큐릭스,건강관리,건강관리장비와서비스
305090,마이크로디지탈,건강관리,건강관리장비와서비스
065510,휴비츠,건강관리,건강관리장비와서비스
149980,하이로닉,건강관리,건강관리장비와서비스
041920,메디아나,건강관리,건강관리장비와서비스
338220,뷰노,건강관리,건강관리장비와서비스
322510,제이엘케이,건강관리,건강관리장비와서비스
164060,이루다,건강관리,건강관리장비와서비스
228850,레이언스,건강관리,건강관리장비와서비스
263690,디알젬,건강관리,건강관리장비와서비스
347700,라이프시맨틱스,건강관리,건강관리장비와서비스
115480,씨유메디칼,건강관리,건강관리장비와서비스
363250,진시스템,건강관리,건강관리장비와서비스
307280,원바이오젠,건강관리,건강관리장비와서비스
059210,메타바이오메드,건강관리,건강관리장비와서비스
043100,솔고바이오,건강관리,건강관리장비와서비스
032940,원익,건강관리,건강관리장비와서비스
006140,피제이전자,건강관리,건강관리장비와서비스
226400,오스테오닉,건강관리,건강관리장비와서비스
290660,네오펙트,건강관리,건강관리장비와서비스
246960,이노테라피,건강관리,건강관리장비와서비스
004080,신흥,건강관리,건강관리장비와서비스
208370,셀바스헬스케어,건강관리,건강관리장비와서비스
246720,아스타,건강관리,건강관리장비와서비스
043710,서울리거,건강관리,건강관리장비와서비스
068270,셀트리온,건강관리,제약과생물공학
207940,삼성바이오로직스,건강관리,제약과생물공학
091990,셀트리온헬스케어,건강관리,제약과생물공학
302440,SK바이오사이언스,건강관리,제약과생물공학
000100,유한양행,건강관리,제약과생물공학
128940,한미약품,건강관리,제약과생물공학
096530,씨젠,건강관리,제약과생물공학
196170,알테오젠,건강관리,제약과생물공학
326030,SK바이오팜,건강관리,제약과생물공학
068760,셀트리온제약,건강관리,제약과생물공학
011000,진원생명과학,건강관리,제약과생물공학
145020,휴젤,건강관리,제약과생물공학
008930,한미사이언스,건강관리,제약과생물공학
019170,신풍제약,건강관리,제약과생물공학
006280,녹십자,건강관리,제약과생물공학
095700,제넥신,건강관리,제약과생물공학
141080,레고켐바이오,건강관리,제약과생물공학
237690,에스티팜,건강관리,제약과생물공학
067630,HLB생명과학,건강관리,제약과생물공학
298380,에이비엘바이오,건강관리,제약과생물공학
064550,바이오니아,건강관리,제약과생물공학
206650,유바이오로직스,건강관리,제약과생물공학
007390,네이처셀,건강관리,제약과생물공학
039200,오스코텍,건강관리,제약과생물공학
069620,대웅제약,건강관리,제약과생물공학
185750,종근당,건강관리,제약과생물공학
085660,차바이오텍,건강관리,제약과생물공학
009420,한올바이오파마,건강관리,제약과생물공학
003000,부광약품,건강관리,제약과생물공학
084990,헬릭스미스,건강관리,제약과생물공학
003090,대웅,건강관리,제약과생물공학
249420,일동제약,건강관리,제약과생물공학
205470,휴마시스,건강관리,제약과생물공학
086900,메디톡스,건강관리,제약과생물공학
048530,인트론바이오,건강관리,제약과생물공학
086450,동국제약,건강관리,제약과생물공학
000250,삼천당제약,건강관리,제약과생물공학
214450,파마리서치,건강관리,제약과생물공학
005250,녹십자홀딩스,건강관리,제약과생물공학
182400,엔케이맥스,건강관리,제약과생물공학
235980,메드팩토,건강관리,제약과생물공학
195940,HK이노엔,건강관리,제약과생물공학
200130,콜마비앤에이치,건강관리,제약과생물공학
003520,영진약품,건강관리,제약과생물공학
092040,아미코젠,건강관리,제약과생물공학
115450,HLB테라퓨틱스,건강관리,제약과생물공학
033270,유나이티드제약,건강관리,제약과생물공학
268600,셀리버리,건강관리,제약과생물공학
053030,바이넥스,건강관리,제약과생물공학
003850,보령제약,건강관리,제약과생물공학
000640,동아쏘시오홀딩스,건강관리,제약과생물공학
323990,박셀바이오,건강관리,제약과생물공학
293780,압타바이오,건강관리,제약과생물공학
183490,엔지켐생명과학,건강관리,제약과생물공학
307750,국전약품,건강관리,제약과생물공학
083790,크리스탈지노믹스,건강관리,제약과생물공학
058820,CMG제약,건강관리,제약과생물공학
007570,일양약품,건강관리,제약과생물공학
170900,동아에스티,건강관리,제약과생물공학
041960,코미팜,건강관리,제약과생물공학
001060,JW중외제약,건강관리,제약과생물공학
314130,지놈앤컴퍼니,건강관리,제약과생물공학
243070,휴온스,건강관리,제약과생물공학
199800,툴젠,건강관리,제약과생물공학
241820,피씨엘,건강관리,제약과생물공학
078160,메디포스트,건강관리,제약과생물공학
226950,올릭스,건강관리,제약과생물공학
217330,싸이토젠,건강관리,제약과생물공학
099430,바이오플러스,건강관리,제약과생물공학
206640,바디텍메드,건강관리,제약과생물공학
005500,삼진제약,건강관리,제약과생물공학
001360,삼성제약,건강관리,제약과생물공학
038290,마크로젠,건강관리,제약과생물공학
003220,대원제약,건강관리,제약과생물공학
246710,티앤알바이오팹,건강관리,제약과생물공학
299660,셀리드,건강관리,제약과생물공학
185490,아이진,건강관리,제약과생물공학
000020,동화약품,건강관리,제약과생물공학
009290,광동제약,건강관리,제약과생물공학
142760,바이오리더스,건강관리,제약과생물공학
084650,랩지노믹스,건강관리,제약과생물공학
245620,EDGC,건강관리,제약과생물공학
065660,안트로젠,건강관리,제약과생물공학
047920,HLB제약,건강관리,제약과생물공학
008490,서흥,건강관리,제약과생물공학
016580,환인제약,건강관리,제약과생물공학
060590,씨티씨바이오,건강관리,제약과생물공학
175250,아이큐어,건강관리,제약과생물공학
001630,종근당홀딩스,건강관리,제약과생물공학
214370,케어젠,건강관리,제약과생물공학
334970,프레스티지바이오로직스,건강관리,제약과생물공학
263050,유틸렉스,건강관리,제약과생물공학
087010,펩트론,건강관리,제약과생물공학
166480,코아스템,건강관리,제약과생물공학
102460,이연제약,건강관리,제약과생물공학
003060,에이프로젠제약,건강관리,제약과생물공학
308080,바이젠셀,건강관리,제약과생물공학
084110,휴온스글로벌,건강관리,제약과생물공학
220100,퓨쳐켐,건강관리,제약과생물공학
002390,한독,건강관리,제약과생물공학
174900,앱클론,건강관리,제약과생물공학
011040,경동제약,건강관리,제약과생물공학
284620,카이노스메드,건강관리,제약과생물공학
002210,동성제약,건강관리,제약과생물공학
194700,노바렉스,건강관리,제약과생물공학
271980,제일약품,건강관리,제약과생물공학
348150,고바이오랩,건강관리,제약과생물공학
082800,비보존 헬스케어,건강관리,제약과생물공학
067290,JW신약,건강관리,제약과생물공학
066700,테라젠이텍스,건강관리,제약과생물공학
086890,이수앱지스,건강관리,제약과생물공학
234080,JW생명과학,건강관리,제약과생물공학
004720,팜젠사이언스,건강관리,제약과생물공학
293480,하나제약,건강관리,제약과생물공학
074430,아미노로직스,건강관리,제약과생물공학
039860,나노엔텍,건강관리,제약과생물공학
298060,에스씨엠생명과학,건강관리,제약과생물공학
261780,차백신연구소,건강관리,제약과생물공학
200670,휴메딕스,건강관리,제약과생물공학
203400,에이비온,건강관리,제약과생물공학
288330,브릿지바이오테라퓨틱스,건강관리,제약과생물공학
365270,큐라클,건강관리,제약과생물공학
023910,대한약품,건강관리,제약과생물공학
086820,바이오솔루션,건강관리,제약과생물공학
063160,종근당바이오,건강관리,제약과생물공학
109820,진매트릭스,건강관리,제약과생물공학
006620,동구바이오제약,건강관리,제약과생물공학
032300,한국파마,건강관리,제약과생물공학
046210,파나진,건강관리,제약과생물공학
067080,대화제약,건강관리,제약과생물공학
217730,강스템바이오텍,건강관리,제약과생물공학
208340,파멥신,건강관리,제약과생물공학
187420,제노포커스,건강관리,제약과생물공학
118000,우리들휴브레인,건강관리,제약과생물공학
086040,바이오톡스텍,건강관리,제약과생물공학
278650,노터스,건강관리,제약과생물공학
017180,명문제약,건강관리,제약과생물공학
061250,화일약품,건강관리,제약과생물공학
004310,현대약품,건강관리,제약과생물공학
321550,티움바이오,건강관리,제약과생물공학
352770,클리노믹스,건강관리,제약과생물공학
354200,엔젠바이오,건강관리,제약과생물공학
068330,일신바이오,건강관리,제약과생물공학
038070,서린바이오,건강관리,제약과생물공학
054670,대한뉴팜,건강관리,제약과생물공학
034940,조아제약,건강관리,제약과생물공학
072020,중앙백신,건강관리,제약과생물공학
317690,퀀타매트릭스,건강관리,제약과생물공학
049960,쎌바이오텍,건강관리,제약과생물공학
359090,씨엔알리서치,건강관리,제약과생물공학
234690,녹십자웰빙,건강관리,제약과생물공학
153710,옵티팜,건강관리,제약과생물공학
270870,뉴트리,건강관리,제약과생물공학
191420,테고사이언스,건강관리,제약과생물공학
002630,오리엔트바이오,건강관리,제약과생물공학
041910,에스텍파마,건강관리,제약과생물공학
000220,유유제약,건강관리,제약과생물공학
214390,경보제약,건강관리,제약과생물공학
065170,넥스트BT,건강관리,제약과생물공학
131030,디에이치피코리아,건강관리,제약과생물공학
053950,경남제약,건강관리,제약과생물공학
222040,코스맥스엔비티,건강관리,제약과생물공학
054050,농우바이오,건강관리,제약과생물공학
291650,압타머사이언스,건강관리,제약과생물공학
299170,더블유에스아이,건강관리,제약과생물공학
217600,켐온,건강관리,제약과생물공학
012790,신일제약,건강관리,제약과생물공학
335810,프리시젼바이오,건강관리,제약과생물공학
200780,비씨월드제약,건강관리,제약과생물공학
251120,바이오에프디엔씨,건강관리,제약과생물공학
222110,팬젠,건강관리,제약과생물공학
260660,알리코제약,건강관리,제약과생물공학
000520,삼일제약,건강관리,제약과생물공학
330350,위더스제약,건강관리,제약과생물공학
331920,셀레믹스,건강관리,제약과생물공학
002720,국제약품,건강관리,제약과생물공학
389030,지니너스,건강관리,제약과생물공학
377220,프롬바이오,건강관리,제약과생물공학
003120,일성신약,건강관리,제약과생물공학
000230,일동홀딩스,건강관리,제약과생물공학
032980,바이온,건강관리,제약과생물공학
001540,안국약품,건강관리,제약과생물공학
